date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:33:10	938/938	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2024%20May%202020%2016:31:30%20GMT	http://uygunhesap.tk/assets/js/ajaxform.js	C:/Users/vestel/Desktop/github/uygunhesap.tk/assets/js/ajaxform.js	(from http://uygunhesap.tk/login)
21:33:12	49627/49627	---M--	200	added ('OK')	image/png	date:Tue,%2019%20May%202020%2011:07:10%20GMT	http://uygunhesap.tk/assets/img/login.png	C:/Users/vestel/Desktop/github/uygunhesap.tk/assets/img/login.png	(from http://uygunhesap.tk/login)
21:33:12	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:28%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/forza-horizon-4-ultimate-edition-19)
21:33:12	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:28%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/forza-horizon-4-ultimate-edition-19)
21:33:14	9415/9415	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Jun%202020%2018:33:29%20GMT	http://uygunhesap.tk/battlefield-v-18?per_page=7	C:/Users/vestel/Desktop/github/uygunhesap.tk/battlefield-v-18ffb7.html	(from http://uygunhesap.tk/battlefield-v-18)
21:33:15	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:30%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/battlefield-v-18)
21:33:15	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:31%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/battlefield-v-18)
21:33:15	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:31%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/rainbow-six-siege-17)
21:33:16	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:31%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/rainbow-six-siege-17)
21:33:16	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:32%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/nba-2k20-16)
21:33:16	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:32%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/nba-2k20-16)
21:33:17	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:33%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/mount-blade-ii-bannerlord-15)
21:33:17	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:33%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/mount-blade-ii-bannerlord-15)
21:33:17	194078/194078	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	http://uygunhesap.tk/assets/fontawesome/webfonts/fa-solid-900.eot	C:/Users/vestel/Desktop/github/uygunhesap.tk/assets/fontawesome/webfonts/fa-solid-900.eot	(from http://uygunhesap.tk/assets/fontawesome/css/all.min.css)
21:33:18	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:33%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/sea-of-thieves-14)
21:33:18	57538/57538	---M--	200	added ('OK')	image/png	date:Tue,%2019%20May%202020%2013:23:02%20GMT	http://uygunhesap.tk/assets/img/register.png	C:/Users/vestel/Desktop/github/uygunhesap.tk/assets/img/register.png	(from http://uygunhesap.tk/register)
21:33:18	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:34%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/sea-of-thieves-14)
21:33:19	11954/11954	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jun%202020%2018:33:34%20GMT	http://uygunhesap.tk/playerunknowns-battlegrounds-13	C:/Users/vestel/Desktop/github/uygunhesap.tk/playerunknowns-battlegrounds-13	(from http://uygunhesap.tk/)
21:33:19	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:34%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/the-witcher-3-wild-hunt-12)
21:33:19	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2013%20Jun%202020%2018:33:35%20GMT	http://uygunhesap.tk/my-accounts	C:/Users/vestel/Desktop/github/uygunhesap.tk/my-accounts	(from http://uygunhesap.tk/the-witcher-3-wild-hunt-12)
